"","type1","name1","type2","name2"
"8860","LTR","IAPLTR2a","LTR","MERVL-int"
"8861","protein_coding","Pcdh9","protein_coding","2210009G21Rik"
"8862","rRNA_repeat","LSU-rRNA_Hsa","SINE","B3"
"8863","protein_coding","Zfp398","LTR","IAPEz-int"
"8864","LINE","Lx8","LTR","IAPEz-int"
"8865","protein_coding","Sacm1l","protein_coding","Dlgap1"
"8866","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"8867","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Ano4"
"8868","protein_coding","Jazf1","LTR","IAPEz-int"
"8869","protein_coding","Cux2","protein_coding","Spg11"
"8870","LTR","IAPEz-int","LTR","IAPEz-int"
"8871","protein_coding","Npsr1","protein_coding","Dlgap2"
"8872","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"8873","protein_coding","Mink1","protein_coding","Stard9"
"8874","protein_coding","4930503L19Rik","LTR","IAPEz-int"
"8875","protein_coding","Unc13c","LTR","IAPEz-int"
"8876","LTR","IAPEz-int","protein_coding","Gpat2"
"8877","protein_coding","Galk2","LTR","MERVL_2A-int"
"8878","protein_coding","Sppl3","LINE","L1Md_F2"
"8879","protein_coding","Trappc9","LTR","RMER19C"
"8880","protein_coding","Scn7a","SINE","RSINE1"
"8881","protein_coding","Ankdd1b","protein_coding","Ankhd1"
"8882","protein_coding","Trappc9","protein_coding","Sacm1l"
"8883","LINE","L1Md_F3","protein_coding","Sacm1l"
"8884","LINE","L1Md_T","protein_coding","Cmah"
"8885","LTR","IAPEz-int","LTR","IAPEz-int"
"8886","LTR","IAPLTR2a","protein_coding","Gulp1"
"8887","LTR","RMER19C","protein_coding","Dock3"
"8888","protein_coding","Pdlim5","DNA","MER3"
"8889","protein_coding","Jarid2","LTR","IAPEz-int"
"8890","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"8891","LTR","IAPEz-int","LTR","IAPEz-int"
"8892","SINE","B1F1","protein_coding","Pkp4"
"8893","LTR","IAPEz-int","LTR","IAPEz-int"
"8894","protein_coding","Lrrc8c","protein_coding","Klhl26"
"8895","LINE","L1ME3A","protein_coding","Sacm1l"
"8896","protein_coding","Zc3h7a","protein_coding","Camk1d"
"8897","rRNA_repeat","SSU-rRNA_Hsa","protein_coding","Sacm1l"
"8898","protein_coding","Dennd4a","LTR","IAPEz-int"
"8899","protein_coding","Pnpla6","LTR","RMER6A"
"8900","LTR","IAPLTR2a","protein_coding","Psd3"
"8901","protein_coding","Prkca","protein_coding","Fgd1"
"8902","protein_coding","Dok6","protein_coding","Clns1a"
"8903","protein_coding","Stag1","protein_coding","Golm1"
"8904","protein_coding","Myadm","protein_coding","Itpr2"
"8905","protein_coding","Lrrc4c","miRNA","mmu-miR-706"
"8906","LTR","IAPEz-int","protein_coding","Nos1ap"
"8907","protein_coding","1700025G04Rik","protein_coding","Rrp36"
"8908","Other","RMER1A","protein_coding","Ndufa12"
"8909","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"8910","protein_coding","Eya3","protein_coding","Mrvi1"
"8911","LINE","Lx7","protein_coding","A930003A15Rik"
"8912","LTR","IAPEz-int","LTR","IAPEz-int"
"8913","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"8914","protein_coding","Gm7971","protein_coding","Ddx39b"
"8915","protein_coding","Ola1","protein_coding","Sgsm2"
"8916","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"8917","LTR","IAPEz-int","protein_coding","Gm7137"
"8918","LTR","IAPEz-int","LTR","IAPEz-int"
"8919","DNA","MER58A","protein_coding","Ntm"
"8920","protein_coding","Acn9","protein_coding","Cdkl4"
"8921","protein_coding","Sacm1l","protein_coding","Grid2"
"8922","protein_coding","Sacm1l","protein_coding","Dlgap1"
"8923","protein_coding","Rpl24","protein_coding-noncoding","Vrk2"
"8924","LINE","L1_Mur3","SINE","B1_Mur4"
"8925","protein_coding","Fam129a","protein_coding","Eif4a2"
"8926","protein_coding","Npas2","protein_coding","Mdga2"
"8927","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"8928","SINE","B1_Mur4","LINE","L1Md_F2"
"8929","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"8930","LINE","Lx2B","protein_coding","Ankdd1b"
"8931","protein_coding","Gzmn","protein_coding","Agtpbp1"
"8932","SINE","PB1D7","protein_coding","1500011H22Rik"
"8933","protein_coding","Wdr66","protein_coding","Atxn1"
"8934","protein_coding","Arnt2","LTR","MT2B2"
"8935","SINE","B4A","protein_coding","Fam83d"
"8936","protein_coding","Fut8","protein_coding","Sacm1l"
"8937","LINE","L1_Mur1","protein_coding","Htr4"
"8938","LINE","L1_Mus2","protein_coding","9330182L06Rik"
"8939","protein_coding","Nckap5","LTR","RMER6C"
"8940","LTR","MTC","protein_coding","Eif2c3"
"8941","protein_coding","Adam19","LTR","IAPEz-int"
"8942","protein_coding","Il4","protein_coding","Phactr1"
"8943","LTR","IAPEz-int","LTR","IAPEz-int"
"8944","protein_coding","Ghr","protein_coding","Auts2"
"8945","protein_coding","Ppp2r5e","LTR","IAPEz-int"
"8946","protein_coding","Cyfip1","protein_coding","Sacm1l"
"8947","SINE","B1_Mur4","protein_coding","Sacm1l"
"8948","protein_coding","Mapk14","protein_coding","Zmynd11"
"8949","LTR","IAPEz-int","LTR","IAPEz-int"
"8950","protein_coding","Fibcd1","protein_coding","Ppargc1b"
"8951","protein_coding","Itpr1","protein_coding","Flt4"
"8952","protein_coding","Ube3b","LINE","Lx2B"
"8953","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"8954","LTR","IAPEz-int","protein_coding","Wnk1"
"8955","LTR","MMERVK10C-int","protein_coding","Ganab"
"8956","LTR","IAPEz-int","protein_coding","Nckap5"
"8957","protein_coding","Cuedc1","antisense","Airn"
"8958","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"8959","protein_coding","Fut8","protein_coding","Sacm1l"
"8960","protein_coding","Itga9","protein_coding","Usp43"
"8961","protein_coding","0610040J01Rik","LINE","Lx2B"
"8962","LINE","L1Md_F2","protein_coding","Prmt3"
"8963","LTR","IAPLTR2a","protein_coding","0610011L14Rik"
"8964","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"8965","protein_coding-noncoding","Rasgrp2","rRNA_repeat","LSU-rRNA_Hsa"
"8966","LTR","RLTR44C","LTR","ORR1D2"
"8967","LTR","IAPEz-int","protein_coding","E330014E10Rik"
"8968","LINE","Lx7","LINE","L1M2"
"8969","LTR","IAPEz-int","LTR","IAPEz-int"
"8970","protein_coding","Fut8","protein_coding","Sacm1l"
"8971","SINE","B4A","protein_coding","Nup107"
"8972","protein_coding","Pion","LTR","IAPEz-int"
"8973","LTR","IAPEz-int","LTR","IAPEz-int"
"8974","protein_coding","Dok6","protein_coding","Clns1a"
"8975","protein_coding","Smarcd3","Simple_repeat","(TCC)n"
"8976","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"8977","protein_coding","Sacm1l","protein_coding","Bai3"
"8978","protein_coding","Dnahc1","LTR","IAPEz-int"
"8979","LTR","IAPEz-int","LTR","IAPEz-int"
"8980","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"8981","protein_coding","Csmd1","protein_coding","Impdh1"
"8982","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Dlgap1"
"8983","protein_coding","Acaca","LINE","L1Md_F"
"8984","SINE","B1_Mm","protein_coding","Sacm1l"
"8985","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"8986","protein_coding","Pknox2","LTR","IAPEz-int"
"8987","protein_coding","Dlgap1","protein_coding","Sacm1l"
"8988","SINE","B3","protein_coding","Slc22a29"
"8989","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"8990","LINE","L3","protein_coding","Pde8b"
"8991","protein_coding","Sacm1l","SINE","B1_Mm"
"8992","protein_coding","Btbd11","protein_coding","Scd3"
"8993","protein_coding","Btbd11","protein_coding","Zfp407"
"8994","protein_coding","C230081A13Rik","rRNA_repeat","LSU-rRNA_Hsa"
"8995","protein_coding","Camk1d","protein_coding","Eif2b1"
"8996","LINE","Lx5","SINE","RSINE1"
"8997","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"8998","protein_coding","Dnm1","Simple_repeat","(T)n"
"8999","LINE","L1VL2","protein_coding","Jarid2"
"9000","LTR","IAPEz-int","protein_coding","Ifitm7"
"9001","processed_transcript","4930586N03Rik","LINE","L1Md_F2"
"9002","protein_coding","Eif2c2","protein_coding","Clrn1"
"9003","LINE","L1_Mur3","SINE","B1_Mur4"
"9004","protein_coding","Edc3","protein_coding","Gm7247"
"9005","protein_coding","Canx","protein_coding","Stab2"
"9006","protein_coding","Scap","protein_coding","Insr"
"9007","miRNA","mmu-miR-466i-5p","protein_coding","1300017J02Rik"
"9008","LINE","Lx2B","protein_coding","Ankdd1b"
"9009","protein_coding","Nrxn2","protein_coding","Kcnd2"
"9010","LINE","Lx9","LTR","MTE2a"
"9011","protein_coding","Catsperg2","protein_coding","Zfp259"
"9012","rRNA_repeat","LSU-rRNA_Hsa","lincRNA","Gm16953"
"9013","protein_coding","Txn2","protein_coding","Mdm4"
"9014","LINE","Lx","LTR","IAPEz-int"
"9015","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9016","protein_coding","Mkx","LTR","IAPEz-int"
"9017","protein_coding","Sacm1l","protein_coding","Kalrn"
"9018","LTR","IAPEz-int","LTR","IAPEz-int"
"9019","protein_coding","Sdk1","protein_coding","Abi2"
"9020","protein_coding","Mid1","LINE","L2"
"9021","protein_coding","Tbc1d9","protein_coding","1700037H04Rik"
"9022","protein_coding","Gpr98","LTR","IAPEz-int"
"9023","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9024","protein_coding","Rxfp1","LTR","MERVL-int"
"9025","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9026","protein_coding","Snrpn","protein_coding","Bbs9"
"9027","protein_coding","Kcnd2","protein_coding","Neo1"
"9028","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9029","protein_coding","Lrp1b","lincRNA","9130019P16Rik"
"9030","LTR","IAPEz-int","LTR","IAPEz-int"
"9031","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"9032","LTR","IAPLTR2a","protein_coding","Dner"
"9033","lincRNA","Malat1","Low_complexity","A-rich"
"9034","protein_coding","Mfhas1","LTR","MLT2B4"
"9035","LTR","IAPEz-int","LTR","IAPEz-int"
"9036","rRNA_repeat","SSU-rRNA_Hsa","LTR","IAPEz-int"
"9037","protein_coding","Prtg","LTR","RLTR18-int"
"9038","protein_coding","Ptprt","LINE","Lx8"
"9039","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9040","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9041","LTR","IAPLTR2a","LTR","IAPEz-int"
"9042","LTR","IAPEz-int","protein_coding","B3gat2"
"9043","LINE","Lx9","pseudogene","Gm20413"
"9044","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9045","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Camk1d"
"9046","protein_coding","Sacm1l","LTR","IAPEz-int"
"9047","protein_coding","Fut8","protein_coding","Sacm1l"
"9048","protein_coding","Pdzd9","protein_coding","Pknox2"
"9049","protein_coding","Tex14","LINE","L1_Mur3"
"9050","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9051","LTR","IAPEz-int","LTR","IAPEz-int"
"9052","LTR","IAPEz-int","LTR","IAPEz-int"
"9053","LTR","MurERV4_19-int","protein_coding","Wdfy4"
"9054","protein_coding","Faf1","protein_coding","Fam155a"
"9055","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","C230081A13Rik"
"9056","LINE","Lx9","pseudogene","Gm20413"
"9057","SINE","RSINE1","protein_coding","Cwc22"
"9058","protein_coding","9930013L23Rik","LTR","IAPEz-int"
"9059","LTR","IAPEz-int","LTR","IAPEz-int"
"9060","protein_coding","Sacm1l","protein_coding","Thsd7b"
"9061","protein_coding","Sacm1l","protein_coding","Ptprj"
"9062","LTR","IAPEz-int","LTR","IAPEz-int"
"9063","rRNA_repeat","LSU-rRNA_Hsa","LINE","L1Md_T"
"9064","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9065","LTR","IAPEz-int","lincRNA","Gm11732"
"9066","protein_coding","Inpp5d","protein_coding","Add2"
"9067","LTR","IAPEz-int","LINE","L1Md_A"
"9068","LINE","Lx9","protein_coding","Plk5"
"9069","LTR","IAPEz-int","protein_coding","Pla2g2c"
"9070","LTR","MLT1B","lincRNA","5133400J02Rik"
"9071","protein_coding","Mcm8","LTR","MERVL-int"
"9072","LINE","L1Md_T","protein_coding","Cd200r2"
"9073","protein_coding","Pclo","protein_coding","Tmem178"
"9074","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9075","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9076","protein_coding","Bpifc","SINE","B1F1"
"9077","Simple_repeat","(TC)n","protein_coding","Edil3"
"9078","protein_coding","Katnal1","SINE","B1_Mus1"
"9079","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9080","protein_coding","Tcof1","protein_coding","Slain2"
"9081","LTR","IAPEz-int","LTR","IAPEz-int"
"9082","protein_coding","Zfp398","LTR","IAPEz-int"
"9083","protein_coding","Map3k1","rRNA_repeat","LSU-rRNA_Hsa"
"9084","protein_coding","Camk1d","LINE","Lx2B"
"9085","protein_coding","Elp4","protein_coding","Trpv4"
"9086","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9087","protein_coding","Hmbs","protein_coding","Dpysl5"
"9088","protein_coding","Eml6","lincRNA","Gm17692"
"9089","LTR","IAPEz-int","LTR","IAPEz-int"
"9090","LTR","ORR1B1","protein_coding","Cadm2"
"9091","LTR","IAPEz-int","LTR","IAPEz-int"
"9092","LTR","IAPEz-int","LTR","IAPEz-int"
"9093","LINE","L1_Mur3","protein_coding","Exoc4"
"9094","LINE","L1_Mus1","pseudogene","Alms1-ps1"
"9095","protein_coding","Nrg2","protein_coding","Bai3"
"9096","LTR","IAPLTR2a","protein_coding","Ckap5"
"9097","protein_coding","Etl4","protein_coding","Specc1"
"9098","LTR","IAPEz-int","LTR","IAPEz-int"
"9099","LTR","IAPEz-int","LTR","IAPEz-int"
"9100","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9101","protein_coding","Art4","LTR","IAPEz-int"
"9102","LTR","IAPLTR2a","protein_coding","Syne1"
"9103","SINE","B3","LTR","IAPEz-int"
"9104","SINE","B3","protein_coding","Ralyl"
"9105","protein_coding","Lsamp","protein_coding","Slco3a1"
"9106","protein_coding","Anxa10","SINE","PB1D7"
"9107","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9108","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"9109","LTR","IAPEz-int","LTR","IAPEz-int"
"9110","LTR","ORR1D2","protein_coding","Sacm1l"
"9111","protein_coding","Rad51l1","rRNA_repeat","LSU-rRNA_Hsa"
"9112","LTR","IAPEz-int","protein_coding","Rps6ka4"
"9113","SINE","MIRc","rRNA_repeat","LSU-rRNA_Hsa"
"9114","LTR","IAPEz-int","LTR","IAPEz-int"
"9115","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9116","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Jarid2"
"9117","protein_coding","Rnf220","pseudogene","Gm3828"
"9118","protein_coding","Zfp398","LTR","IAPEz-int"
"9119","LTR","IAPEz-int","LTR","IAPEz-int"
"9120","LINE","L1Md_T","protein_coding","Sacm1l"
"9121","protein_coding","Oxr1","protein_coding","Clns1a"
"9122","LINE","Lx6","protein_coding","Colec12"
"9123","protein_coding","Il1rapl2","LTR","RMER12"
"9124","LINE","L1_Mus1","LINE","L1Md_A"
"9125","protein_coding","Cux2","protein_coding","Abca16"
"9126","LTR","RMER16-int","protein_coding","Gbf1"
"9127","LINE","L1VL1","protein_coding","Rasgef1a"
"9128","protein_coding","Mapk4","protein_coding","Ddx17"
"9129","LTR","IAPEz-int","LTR","IAPEz-int"
"9130","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9131","protein_coding","2010300C02Rik","LTR","IAPEz-int"
"9132","protein_coding","Arhgef26","LTR","MMERVK10C-int"
"9133","protein_coding","Epdr1","SINE","B2_Mm2"
"9134","lincRNA","Gm11986","protein_coding","Rbfox2"
"9135","protein_coding","Synj1","SINE","B2_Mm2"
"9136","protein_coding","Kirrel3","protein_coding","Ahr"
"9137","protein_coding","Lsamp","protein_coding","Socs7"
"9138","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"9139","protein_coding","Fgf12","protein_coding","Lzts1"
"9140","LTR","IAPEz-int","LTR","IAPEz-int"
"9141","protein_coding","Zgpat","LTR","IAPEz-int"
"9142","LTR","IAPEz-int","LTR","IAPEz-int"
"9143","LTR","IAPEz-int","LTR","IAPEz-int"
"9144","LINE","Lx9","protein_coding","Rassf8"
"9145","protein_coding","Sacm1l","protein_coding","Ssxa1"
"9146","protein_coding","Gpm6b","protein_coding","Tacr1"
"9147","protein_coding","Sacm1l","protein_coding","Ptprj"
"9148","protein_coding","Pdcd7","protein_coding","Srpx"
"9149","LTR","IAPEz-int","LTR","IAPEz-int"
"9150","protein_coding-noncoding","Eif4a2","protein_coding","9130014G24Rik"
"9151","protein_coding","Scn7a","SINE","RSINE1"
"9152","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Gnai1"
"9153","protein_coding","Pcdh9","protein_coding","Dcaf13"
"9154","protein_coding","Glrb","protein_coding","Polr1a"
"9155","LTR","MTEa","protein_coding","Kdm5a"
"9156","protein_coding","Slc6a11","LINE","L1Md_T"
"9157","protein_coding","Cacna2d3","protein_coding","Grid2"
"9158","SINE","ID_B1","protein_coding","Slit1"
"9159","protein_coding","Iws1","protein_coding","Csnk1g1"
"9160","protein_coding","Gng2","protein_coding","Copg2"
"9161","protein_coding","Hhipl1","protein_coding","Nr6a1"
"9162","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9163","protein_coding","Kcnd2","protein_coding","Rgs7"
"9164","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9165","protein_coding","Sdk2","LTR","MTD"
"9166","protein_coding","Crtam","protein_coding","Fam49a"
"9167","protein_coding","Pdcd7","protein_coding","2410002O22Rik"
"9168","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Map3k1"
"9169","protein_coding","Mdga2","protein_coding","Osbpl1a"
"9170","protein_coding","Map2k6","protein_coding","Tgfbr1"
"9171","LTR","IAPEz-int","LTR","IAPEz-int"
"9172","protein_coding","Bmp6","protein_coding","Afg3l2"
"9173","protein_coding","Adrbk1","protein_coding","Cdc42"
"9174","protein_coding","Trpc3","LTR","IAPEz-int"
"9175","protein_coding","Synrg","antisense","Gm13919"
"9176","protein_coding","Dpp10","LTR","MTA_Mm"
"9177","protein_coding","Btaf1","LTR","IAPEz-int"
"9178","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9179","LTR","IAPEz-int","protein_coding","Magi2"
"9180","SINE","B1_Mur3","LTR","IAPEz-int"
"9181","LTR","ORR1C1","protein_coding","Plxna4"
"9182","LTR","IAPEz-int","LTR","IAPEz-int"
"9183","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9184","LINE","L1MEc","protein_coding","Mast4"
"9185","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Pde7b"
"9186","protein_coding","Camk1d","LINE","Lx2B"
"9187","protein_coding","Trio","LTR","RMER6C"
"9188","protein_coding","Serinc5","protein_coding","Gap43"
"9189","protein_coding","Nkain3","LTR","MurERV4_19-int"
"9190","protein_coding","Zdhhc8","protein_coding","Sacm1l"
"9191","LTR","IAPEz-int","LTR","MLT1B"
"9192","protein_coding","8430427H17Rik","protein_coding","Abcc5"
"9193","protein_coding","Usp15","DNA","MER45C"
"9194","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
"9195","protein_coding","Rps6kl1","protein_coding","Olfr631"
"9196","protein_coding","Il13ra2","protein_coding","Dock1"
"9197","rRNA_repeat","LSU-rRNA_Hsa","LTR","IAPEz-int"
"9198","LTR","IAPEz-int","LTR","IAPEz-int"
"9199","protein_coding","Grlf1","protein_coding","Epha6"
"9200","LTR","IAPEz-int","protein_coding","AI848100"
"9201","LTR","IAPEz-int","LTR","IAPEz-int"
"9202","LTR","IAPEz-int","LTR","IAPEz-int"
"9203","LINE","L1Md_T","protein_coding","Sacm1l"
"9204","protein_coding","Sacm1l","protein_coding","Adam15"
"9205","LTR","IAPEz-int","LTR","IAPEz-int"
"9206","protein_coding","Ap2m1","protein_coding","Epc2"
"9207","LTR","IAPEz-int","LTR","IAPEz-int"
"9208","LTR","IAPEz-int","protein_coding","Agrn"
"9209","LTR","IAPLTR2a","protein_coding","Hlcs"
"9210","LINE","L1_Mur3","SINE","B1_Mur4"
"9211","protein_coding","Sacm1l","LINE","L1_Mur2"
"9212","LTR","IAPEz-int","protein_coding","Pole2"
"9213","protein_coding","Dst","protein_coding","Ncor2"
"9214","protein_coding","0610011L14Rik","LTR","IAPEz-int"
"9215","LTR","RLTR13D1","protein_coding","Erbb4"
"9216","LTR","IAPEz-int","Simple_repeat","(GGA)n"
"9217","protein_coding","Sacm1l","rRNA_repeat","LSU-rRNA_Hsa"
"9218","protein_coding","Brca1","protein_coding","Edc3"
"9219","protein_coding","Sf1","LTR","MMETn-int"
"9220","LTR","IAPEz-int","LTR","IAPEz-int"
"9221","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9222","LTR","IAPEz-int","LTR","IAPEz-int"
"9223","miRNA","mmu-miR-5100","LTR","IAPEz-int"
"9224","LTR","IAPEz-int","LINE","Lx9"
"9225","protein_coding","Adcy5","protein_coding","Cdc14b"
"9226","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9227","LTR","IAPLTR2a","protein_coding","Cdh11"
"9228","protein_coding","Chrnb1","LTR","IAPEz-int"
"9229","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Gnai1"
"9230","protein_coding","Sacm1l","protein_coding","Ptprj"
"9231","LINE","L1_Mus3","protein_coding","Nrxn1"
"9232","LTR","IAPEz-int","LTR","IAPEz-int"
"9233","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Ankdd1b"
"9234","LINE","L1M5","protein_coding","Sacm1l"
"9235","SINE","B2_Mm2","protein_coding","Wdfy4"
"9236","LTR","IAPEz-int","protein_coding","Slc6a1"
"9237","protein_coding","Eif4a2","LTR","MTEb"
"9238","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9239","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Sacm1l"
"9240","LTR","IAPEz-int","LTR","IAPEz-int"
"9241","Unknown","MurSatRep1","protein_coding","Cbx7"
"9242","LTR","RLTR21","protein_coding","Mycbp2"
"9243","SINE","B1_Mm","protein_coding","Sacm1l"
"9244","protein_coding","Pcyt1a","protein_coding","Ptprd"
"9245","protein_coding","Csmd1","DNA","MamRep434"
"9246","LTR","IAPEz-int","LTR","IAPEz-int"
"9247","rRNA_repeat","LSU-rRNA_Hsa","protein_coding","Themis"
"9248","protein_coding","Rad51l1","SINE","B3"
"9249","protein_coding","Acaca","LINE","Lx"
"9250","protein_coding","Lrrc8c","protein_coding","Klhl26"
"9251","protein_coding","Ints3","protein_coding","Slc8a3"
"9252","LINE","L1Md_A","protein_coding","Clns1a"
"9253","rRNA_repeat","LSU-rRNA_Hsa","rRNA_repeat","LSU-rRNA_Hsa"
"9254","SINE","B2_Mm2","protein_coding","Eno1"
"9255","protein_coding","Sacm1l","SINE","B1_Mm"
"9256","protein_coding","Sacm1l","protein_coding","Dlgap1"
"9257","protein_coding","Slc6a1","protein_coding","Slc23a2"
"9258","protein_coding","Dnahc2","protein_coding","Trappc9"
"9259","LTR","IAPEz-int","LTR","IAPEz-int"
"9260","LTR","IAPLTR2a","protein_coding","Robo1"
"9261","LTR","IAPEz-int","lincRNA","Rian"
"9262","protein_coding","Sacm1l","protein_coding","Snx25"
"9263","protein_coding","Camk1d","rRNA_repeat","LSU-rRNA_Hsa"
